age,gender,occupation,city,monthly_income,income_source,savings_rate,debt,housing_expense,food_expense,transport_expense,entertainment_expense,shopping_expense,healthcare_expense,credit_card_usage,investment,emergency_fund,financial_stress,financial_health_score,cluster,risk_profile
52,Female,Business,Suburban,2781.7013037948605,Salary,0.1429131490969745,1489.614296276374,1053.3042309998923,333.9985430397414,241.0347810826329,312.08700495968446,144.74345881170638,80.87344266932453,Medium,No,No,Medium,0.0,2,Conservative
36,Male,Employee,Urban,996.2271631471532,Multiple,0.2440956837557131,15318.380485336054,315.4813885141509,90.42558664120456,89.50966065799284,72.28099852055324,36.68131120795975,46.42545210324476,Medium,Yes,No,Low,21.31390461043558,2,Conservative
46,Male,Employee,Suburban,1872.8082191698988,Freelance,0.0983128023549662,11190.70014024035,495.0044704700169,265.8822180098959,103.09811732388064,213.0953593551621,61.75419540195672,120.57003537949028,Low,Yes,Yes,Medium,28.394689431681773,2,Conservative
47,Female,Employee,Suburban,4114.404228001578,Salary,0.176068722794631,6147.426020403765,1428.4711308553335,451.22552262161327,251.14002374964488,263.40969128868585,191.29920683921137,249.82306439269556,Low,Yes,Yes,Medium,28.28999218967361,1,Aggressive
29,Female,Unemployed,Rural,1716.156412943599,Freelance,0.2406813914572392,3075.5826433031925,610.6769949243761,251.3777409438132,97.14339799911434,65.00430295694679,154.7317892559658,79.52018474828736,Medium,Yes,No,Medium,17.139959269448457,2,Conservative
63,Female,Student,Urban,1161.9289396506792,Salary,0.3137637405497514,9313.299787014748,389.5369103979639,146.82761853058463,87.1458876689784,114.6436659367693,83.81596486863762,76.71217776704,High,No,No,High,9.125049074993774,2,Conservative
56,Male,Business,Rural,4295.898080294888,Salary,0.1413812838393271,3290.3153915180624,1287.9931180746462,594.3285173739691,329.178458501623,224.8316200310157,132.2945905568688,239.00243093248065,Low,No,Yes,Low,27.71396826845443,1,Aggressive
62,Female,Employee,Suburban,3048.0302666643265,Salary,0.1401873254810133,3502.303359139438,956.0844688143284,282.0955413466326,264.7563753650566,296.790528540426,221.4776875815085,111.18080824442,High,No,Yes,Medium,17.812437720579684,2,Conservative
61,Male,Employee,Rural,2358.006539097646,Salary,0.3541231583209013,529.5464981558728,927.2297707204953,329.7549621378456,220.89654310706212,193.01700049341005,79.08310941616426,66.77159005950318,High,Yes,No,Medium,25.20084714140361,2,Conservative
49,Female,Freelancer,Urban,2323.439910236367,Salary,0.1448179708705812,3868.7130788579,767.0935634096548,216.70322759768956,132.1411519295397,273.50201851957985,137.76578720829113,139.4737352177739,Low,No,No,Medium,13.114667707910408,2,Conservative
62,Male,Unemployed,Suburban,4081.1791604310974,Freelance,0.1943258512323136,819.6066979689504,1263.3652474013322,605.366188400429,312.23951440116883,278.8605452865069,389.4031385399789,124.54219564378955,Medium,No,No,Low,9.874502537348585,1,Aggressive
23,Male,Employee,Rural,2827.827880398533,Salary,0.3712752766905088,1992.5504021210052,1007.3537089951958,281.63139860251533,209.34281978181775,312.5610761462341,209.0458693372117,92.44089727485915,Medium,No,No,High,13.01021225023216,2,Conservative
30,Female,Student,Urban,3370.465259898876,Salary,0.2067457370685019,3529.690673667798,881.1191626397001,431.0269880125158,319.437239790828,320.6626224037309,245.48413961466184,123.74414613575271,Low,Yes,No,Medium,10.883895101980103,1,Aggressive
21,Female,Unemployed,Suburban,1726.2674315411991,Salary,0.1752244591506091,1213.552671878506,506.71849302596496,204.1387081537256,131.88542734411473,74.34723368735214,133.30637223781142,132.76593838295793,Medium,Yes,Yes,Low,26.113387470613297,2,Conservative
37,Male,Freelancer,Rural,935.7258100635833,Business,0.1826839966791398,4811.262447676527,265.7189056507227,106.20482457085826,57.56794463155408,88.05266516066352,37.16890795747719,56.89120832742281,High,No,Yes,High,7.906417251427495,2,Conservative
40,Male,Employee,Suburban,3330.763547066803,Multiple,0.1259547997750138,8533.29244877296,1172.4805007967968,366.39803850669074,320.75878074838266,291.0468548377762,121.69321648012436,251.93781008201088,High,No,No,High,0.0,1,Aggressive
34,Male,Employee,Urban,4232.143836676548,Business,0.2450783310133711,1231.7472664008394,1441.412819164755,452.2215487144359,408.6126048401948,499.4333487138238,237.29519163309055,146.82995400516697,Medium,No,No,Medium,7.3399229045116865,1,Aggressive
58,Female,Freelancer,Suburban,2181.39316059993,Salary,0.1075977467633783,3352.2653432858133,793.8427095439926,220.81189121339816,122.78293307475884,155.18095223030778,94.3868360144635,124.23494272488234,Low,Yes,No,Medium,14.64506856331657,2,Conservative
38,Male,Business,Urban,3804.2657880374936,Salary,0.2778508845228518,857.0857951706998,1194.5997958085584,463.3758275343905,352.4562278027394,304.30599658421784,120.29226079269758,229.76863655342632,Medium,Yes,No,Low,24.675650623759186,1,Aggressive
34,Male,Unemployed,Rural,2063.9844721944296,Salary,0.2015215511875255,928.0413054694552,569.8486176872432,307.31630802289897,189.58471637130685,193.72721728879984,111.06921581059083,158.99907760315952,Low,Yes,Yes,Low,31.368015203557057,2,Conservative
47,Female,Employee,Urban,2332.393842455248,Salary,0.2235473718913897,4064.454954454571,647.0623727770828,296.3343213004035,185.3609702249877,197.61451495141668,151.1522493143834,111.985709426928,Medium,No,Yes,Low,24.970701638242808,2,Conservative
27,Female,Employee,Urban,5861.814018823778,Freelance,0.3729701420531335,6084.115057598916,2249.9885275105594,779.5400145233656,431.6860998855579,500.5428277608097,196.52239688940685,343.3297184773437,Medium,Yes,No,Medium,35.73678642038393,1,Aggressive
57,Female,Freelancer,Urban,2109.571179068894,Salary,0.0550920947675059,659.0268633512104,551.0919894902805,265.3779742970491,124.9704227468466,149.06148290996617,206.8116672868388,153.2725554958624,Medium,No,No,High,0.0,2,Conservative
23,Female,Employee,Suburban,2048.197267870904,Multiple,0.2024421991681113,23124.728100871853,694.5805214023947,237.7960640457364,123.93114903345968,203.57795333873432,171.14917858355557,58.38136326766928,Medium,No,No,Low,1.845261886671178,0,Moderate
64,Female,Employee,Rural,958.15564973073,Business,0.2638081711394597,1813.6984950604624,272.8357550095536,131.45695325324544,60.50629636991264,29.564689035280686,78.22279091300025,71.52159093081053,Medium,No,No,Medium,12.53580994995006,2,Conservative
56,Female,Employee,Urban,3446.231451134809,Salary,0.1383766343063881,3667.9999059607353,972.3254888281886,353.6573739188494,186.21245834316585,152.19934898153312,315.7080370073019,136.830501508261,Medium,No,No,Low,2.008961262167784,2,Conservative
30,Female,Employee,Urban,1711.421032018243,Salary,0.2951116272538887,1747.3972269755684,453.1177720284724,169.63906638990937,146.49331893697212,182.55386530849495,122.06000386475364,78.30399854497911,Low,Yes,No,Medium,20.56895494924342,2,Conservative
18,Female,Employee,Urban,2627.038658745704,Salary,0.1455313793209992,2243.080705552745,1042.6510947959537,280.7484534371236,137.88134440891724,298.9238893247491,159.39037302912482,132.07244379849092,High,Yes,Yes,Low,28.473286764827023,2,Conservative
58,Male,Freelancer,Rural,2084.908933464605,Salary,0.2291623064716184,13607.094405880722,540.2994341709389,251.25881428772917,114.25470970555786,201.15716757912364,133.2553497294464,131.45114937337954,Medium,No,Yes,Medium,21.511009233085385,2,Conservative
54,Female,Business,Urban,1952.964282646576,Business,0.187650562487297,13433.022152623207,531.5240774105374,156.25031720442897,113.77599871837393,86.22960413584048,85.52840250665231,57.51733059131816,High,No,No,Medium,13.940722114804334,2,Conservative
54,Male,Employee,Urban,2301.0832172475702,Salary,0.2161785100078901,572.2402520508399,701.3130741922587,318.60928811486394,194.3177540692083,189.09217112516168,130.26874586225958,140.64683712840286,Low,Yes,Yes,Low,27.62594068698901,2,Conservative
56,Male,Employee,Suburban,2391.2555225165515,Freelance,0.2073948729994809,1696.5221773509666,761.3031239273023,242.04795318457863,133.4308709994954,131.95118228492177,205.25919094230605,61.49047369354741,Medium,No,Yes,Medium,24.380194178723755,2,Conservative
23,Male,Employee,Urban,4394.194556887368,Salary,0.1968034309119564,56990.54393928653,1725.2481983323626,536.3328961063429,258.71688859238503,354.0131531809253,286.297800103283,188.86078847591776,Low,Yes,Yes,Low,27.550454883413973,0,Moderate
38,Male,Business,Urban,5219.234007998342,Salary,0.1526532933500251,1933.29563383582,1494.100822711708,436.70092713593823,505.4401324544215,252.82164010926164,223.60004481779012,298.0777620130268,Low,Yes,No,Medium,13.355106203887264,1,Aggressive
25,Female,Employee,Urban,3379.075908420098,Freelance,0.133529521088915,4549.084520761387,1210.2049438098315,372.4209905425479,216.91530225336228,143.10488835586975,305.3449138020486,96.0658298577102,Low,No,Yes,Medium,20.819282054745177,2,Conservative
60,Female,Freelancer,Rural,4609.054220663693,Salary,0.2315985832956203,9287.145577895642,1606.0631777267708,390.6287827587082,390.3974332022522,218.16519037778195,348.002241565491,276.8512374537844,High,No,No,Medium,21.56695097260827,1,Aggressive
50,Female,Employee,Rural,3740.870941561521,Salary,0.2052706133984514,6997.099362527006,1225.599916929527,302.22186661676466,361.5358942957101,412.84936258646,268.9563232203937,289.0190980520796,Medium,No,No,High,0.6266535843270837,1,Aggressive
37,Female,Employee,Suburban,3125.3671740608943,Salary,0.1307902091221711,178.1176396400487,906.0723847813912,422.48110522639456,162.74937720940474,110.07196685055042,305.8190891784682,241.8945619826173,Medium,Yes,No,Low,11.8940247748128,2,Conservative
22,Female,Business,Urban,5052.161586642962,Salary,0.2343384162680561,4162.886625833543,1381.7435469162806,547.3279725344287,370.4596662779667,167.4240090628762,478.77131162287856,278.64976449834035,High,Yes,No,Medium,24.686737859487295,1,Aggressive
36,Male,Student,Suburban,1268.7185883556622,Freelance,0.1537446659751308,17142.365171706806,350.7729073355772,173.85376544407248,97.38418833459656,59.82797976816296,51.0739412058515,64.8654910945384,High,No,Yes,High,6.461920188244218,0,Moderate
37,Female,Employee,Urban,1733.2766256158643,Multiple,0.3555439996312274,3069.891956459196,523.2747994661812,179.58879181685035,152.59454885585936,140.46453557797966,142.06882081306318,79.94999783449684,Medium,No,No,Medium,20.18407982300377,2,Conservative
54,Female,Employee,Suburban,1618.9761731812316,Salary,0.4489180312416041,1052.3903312013078,438.0437999612139,202.92903442388464,158.99388342901912,61.55999383035957,150.9726441079897,76.67086347802436,Low,No,Yes,Medium,33.2736189719469,2,Conservative
51,Male,Student,Suburban,2099.1883346321206,Salary,0.3389046847360208,1072.6487196481012,839.2284026247034,181.7897398257533,109.2451926128961,161.10534816080153,189.6002032621339,113.47028991016788,Low,Yes,No,Medium,34.41868182928356,2,Conservative
60,Female,Employee,Rural,3439.048726194572,Salary,0.3333324534875387,2442.875369500533,1089.7397111012735,320.9791159966261,237.3575636837689,326.026941127428,317.17641188109525,158.49084514753736,Medium,No,No,Medium,21.791657853069363,1,Aggressive
44,Male,Employee,Urban,1397.5112763016202,Salary,0.2814167379619858,5855.99438037169,462.36455406953786,157.90659248108528,99.98478016019658,109.85058057527488,120.7979897527254,63.70215141512983,Medium,No,Yes,Medium,28.423226084361232,2,Conservative
25,Male,Freelancer,Suburban,3138.184096523228,Salary,0.1790168448406126,53617.79918678385,1074.7294385404905,347.8247543276956,308.59122847943286,310.7474760124311,311.36315494981795,117.0532617795348,Medium,Yes,No,Medium,28.00412920358109,0,Moderate
54,Male,Freelancer,Suburban,1819.7775381202796,Salary,0.0100939617470883,2231.0137902005727,508.3868975761364,170.3195060633196,160.1519614552523,139.72219217679046,89.334093579595,110.401411962477,Medium,Yes,Yes,Medium,24.242561084725857,2,Conservative
56,Male,Freelancer,Urban,2051.7902288447,Business,0.0974994090362086,5228.961246894691,661.2161931063004,289.2091294345155,198.54187969835715,78.33162264142071,84.41070524034002,148.51917882393462,High,Yes,No,Medium,17.263452180167597,2,Conservative
48,Female,Employee,Suburban,2697.8429673431056,Business,0.1323260525523685,636.1396856827348,699.9110077990887,269.5087551686889,153.15841140501084,243.45200623231148,95.25292009450727,59.41704824663084,Medium,No,Yes,Low,12.06191459392312,2,Conservative
56,Female,Freelancer,Rural,5656.858996436542,Salary,0.3207737119522252,552.8269340677449,2236.5809580796995,621.7684229775496,289.8338246284302,336.4339328044529,495.8520740686753,440.2737446600451,High,No,Yes,Medium,18.632259716329003,1,Aggressive
45,Male,Employee,Rural,1709.2782320504916,Salary,0.2256131943281517,1813.6377788053424,548.5481655454237,177.10652948965475,168.45233922604817,131.2689480851021,105.43529279861129,108.47446317394042,High,Yes,No,Low,24.644362226504665,2,Conservative
46,Female,Employee,Suburban,2344.795108416057,Salary,0.1340476546671555,4653.793976138372,596.6315395359462,350.974706456591,156.0381453128753,280.2787388176764,112.70340154156486,48.2321179873716,Medium,No,Yes,Low,24.75392523104748,2,Conservative
42,Female,Employee,Urban,1423.5191895974335,Salary,0.0154813659065193,2734.418777652638,483.7988149973047,148.4238304278058,117.94052355088338,77.89778758412317,110.1890750232857,37.00453669355792,Low,No,No,Medium,8.949735443332855,2,Conservative
19,Male,Unemployed,Rural,1701.0927911142808,Freelance,0.4318146928469932,3144.028747161496,450.81875812125935,167.59032214908083,98.41765004602593,176.7458985497156,51.13365862675096,129.28869649664645,Medium,No,No,Low,18.6613481646837,2,Conservative
25,Male,Employee,Suburban,1417.0454054417708,Salary,0.2533313555962975,2265.4047442756478,522.1770951017544,203.31092874251223,110.05974838729756,114.47810390233852,62.02254243439983,85.38826933402508,Medium,Yes,Yes,Medium,26.67735401238729,2,Conservative
20,Female,Unemployed,Urban,2758.362661209492,Salary,0.2908509833428456,2899.398649058533,1084.0457455611531,251.05676119866865,267.71426078279137,310.0711081137649,155.81234581317997,65.19401841328873,Medium,No,Yes,Low,23.472729332613085,2,Conservative
51,Female,Student,Urban,3018.9198618220003,Salary,0.1464339426676327,2222.0005649378863,1169.7831616821309,435.5511126152694,257.0204730946148,337.9890483008138,135.42068962211542,121.51624377387292,Low,No,Yes,Low,8.46482338719681,2,Conservative
36,Female,Employee,Urban,3441.0250077800856,Multiple,0.186138772933721,773.0612890102724,1081.058390045104,412.2222543589679,249.77312937006417,324.46640439335505,185.75106603595023,251.37071888539552,Medium,Yes,Yes,Medium,23.10969300930215,1,Aggressive
45,Male,Employee,Urban,1674.3413525132582,Salary,0.1656134545193399,670.8160687864219,597.5516222697014,160.1045821112965,160.93111699799238,96.11803435662078,69.61554705315929,119.45394962389574,Medium,No,Yes,Medium,18.33636156676009,2,Conservative
61,Female,Freelancer,Suburban,3146.265708708541,Business,0.2064336738961495,11607.43863740126,860.0966363532947,307.20002666637475,177.12773392834598,363.7106303734776,95.2640903326433,98.92030178617304,Low,Yes,Yes,High,22.374850400232628,2,Conservative
33,Male,Student,Urban,2582.595136223589,Salary,0.3845787162429013,1308.6849243043016,674.9726381309133,335.13545865206225,189.7301328560814,271.65663454669505,167.20527567330092,117.24031371325664,Medium,No,No,High,8.180464778526067,2,Conservative
41,Male,Business,Urban,2371.134357254137,Freelance,0.0795718882743884,2343.6254959869275,884.806872070139,196.22512963940028,186.46984489506087,277.41936224565006,82.83675846094533,154.48864420929033,Medium,No,Yes,Medium,7.222348972987498,2,Conservative
55,Female,Business,Urban,1311.9745694121134,Salary,0.1958735844702401,9798.158359429211,464.80006003163135,170.6641310363399,66.49428408307696,153.89575453775117,105.51306305458864,80.27973171817352,Medium,No,Yes,Medium,26.735664576425297,2,Conservative
32,Male,Freelancer,Urban,2634.969140861973,Freelance,0.2360874531251176,2276.4609953526983,1017.2539182802476,267.9600254737653,134.12217204116376,183.4458961185461,90.37567358242876,68.45514414298,Medium,Yes,No,High,11.231504769698772,2,Conservative
23,Male,Employee,Urban,2677.0703161705846,Business,0.1883182727052822,7168.728123267134,1036.5300659878835,365.6279028544103,216.6042764595775,103.88712921783092,223.95555744401432,149.16895541463367,High,Yes,Yes,Medium,30.2203434849054,2,Conservative
35,Male,Unemployed,Urban,2567.9526399972488,Salary,0.2995324848498832,1226.5573870361095,775.7580851470615,227.89689443511352,212.42968943051284,193.94027214067535,88.10651066144032,55.25640839750341,Medium,No,No,Low,10.839678444682583,2,Conservative
28,Male,Business,Urban,2981.033640657164,Salary,0.0264355577496435,14120.556074343893,887.7435471052415,290.4735270407951,295.3837130386991,122.0352064772548,292.5172165668011,124.26805857310096,High,Yes,No,Medium,12.043454846505602,0,Moderate
62,Female,Employee,Suburban,3454.0330577984205,Salary,0.3883769043498768,3740.657990536856,1092.459303409246,382.46840555876247,226.3171826841904,256.0909492404953,191.0401041705948,176.3720467287086,Low,No,Yes,Low,37.12229922091817,2,Conservative
58,Female,Freelancer,Urban,1409.4972302886697,Freelance,0.0629480793746967,2902.003911127856,493.1158891692232,199.50673400940005,94.6352530486704,111.92044072554872,71.88674194711477,31.82490379381607,High,Yes,No,High,0.5637751556972344,2,Conservative
51,Male,Employee,Suburban,2189.989343431785,Freelance,0.0869892330567506,2528.0027326579598,549.1363121373369,218.750776189743,174.59389131574162,179.41557516294915,112.52146298093372,154.7334583340222,Medium,Yes,Yes,Medium,28.115351745094877,2,Conservative
60,Male,Employee,Urban,3158.598832411621,Freelance,0.1550546829478318,6406.336185203108,1042.9431489389926,439.2510082452536,275.1129527946806,97.33157344294445,148.19496873495584,141.49800260101995,Low,No,No,High,0.4876221286503694,2,Conservative
